id,created_at,updated_at,title,authors,abstract,journal_or_conference,publication_year,doi,url,owner_id
11,"2025-10-25 12:50:41.753754","2025-10-25 12:50:41.753779","Validation of a Deep Learning Model for Detecting Chest Pathologies from Digital Chest Radiographs","Ajmera P, Onkar P, Desai S, Pant R, Seth J, Gupte T, Kulkarni V, Kharat A, Passi N, Khaladkar S, Kulkarni VM.","Purpose: Manual interpretation of chest radiographs is a challenging task and is prone to errors. An automated system capable of categorizing chest radiographs based on the pathologies identified could aid in the timely and efficient diagnosis of chest pathologies. Method: For this retrospective study, 4476 chest radiographs were collected between January and April 2021 from two tertiary care hospitals. Three expert radiologists established the ground truth, and all radiographs were analyzed using a deep-learning AI model to detect suspicious ROIs in the lungs, pleura, and cardiac regions. Three test readers (different from the radiologists who established the ground truth) independently reviewed all radiographs in two sessions (unaided and AI-aided mode) with a washout period of one month. Results: The model demonstrated an aggregate AUROC of 91.2% and a sensitivity of 88.4% in detecting suspicious ROIs in the lungs, pleura, and cardiac regions. These results outperform unaided human readers, who achieved an aggregate AUROC of 84.2% and sensitivity of 74.5% for the same task. When using AI, the aided readers obtained an aggregate AUROC of 87.9% and a sensitivity of 85.1%. The average time taken by the test readers to read a chest radiograph decreased by 21% (p < 0.01) when using AI. Conclusion: The model outperformed all three human readers and demonstrated high AUROC and sensitivity across two independent datasets. When compared to unaided interpretations, AI-aided interpretations were associated with significant improvements in reader performance and chest radiograph interpretation time.","Diagnostics (Basel)",2023,10.3390/diagnostics13030557.,https://pmc.ncbi.nlm.nih.gov/articles/PMC9914339/,
12,"2025-10-25 12:52:43.052964","2025-10-25 12:52:43.052989","Can artificial intelligence (AI) be used to accurately detect tuberculosis (TB) from chest X-rays? An evaluation of five AI products for TB screening and triaging in a high TB burden setting","Zhi Zhen Qin, Shahriar Ahmed, Mohammad Shahnewaz Sarker, Kishor Paul, Ahammad Shafiq Sikder Adel, Tasneem Naheyan, Rachael Barrett, Sayera Banu, Jacob Creswell","Artificial intelligence (AI) products can be trained to recognize tuberculosis (TB)-related abnormalities on chest radiographs. Various AI products are available commercially, yet there is lack of evidence on how their performance compared with each other and with radiologists. We evaluated five AI software products for screening and triaging TB using a large dataset that had not been used to train any commercial AI products. Individuals (>=15 years old) presenting to three TB screening centers in Dhaka, Bangladesh, were recruited consecutively. All CXR were read independently by a group of three Bangladeshi registered radiologists and five commercial AI products: CAD4TB (v7), InferReadDR (v2), Lunit INSIGHT CXR (v4.9.0), JF CXR-1 (v2), and qXR (v3). All five AI products significantly outperformed the Bangladeshi radiologists. The areas under the receiver operating characteristic curve are qXR: 90.81% (95% CI:90.33-91.29%), CAD4TB: 90.34% (95% CI:89.81-90.87), Lunit INSIGHT CXR: 88.61% (95% CI:88.03%-89.20%), InferReadDR: 84.90% (95% CI: 84.27-85.54%) and JF CXR-1: 84.89% (95% CI:84.26-85.53%). Only qXR met the TPP with 74.3% specificity at 90% sensitivity. Five AI algorithms can reduce the number of Xpert tests required by 50%, while maintaining a sensitivity above 90%. All AI algorithms performed worse among the older age and people with prior TB history. AI products can be highly accurate and useful screening and triage tools for TB detection in high burden regions and outperform human readers.","BMJ Global Health",2022,https://doi.org/10.48550/arXiv.2006.05509,https://arxiv.org/abs/2006.05509,5
13,"2025-10-25 12:55:09.962356","2025-10-25 12:55:09.962383","Artificial intelligence for breast cancer screening in mammography (AI-STREAM): preliminary analysis of a prospective multicenter cohort study","Chang, YW., Ryu, J.K., An, J.K. et al.","Artificial intelligence (AI) improves the accuracy of mammography screening, but prospective evidence, particularly in a single-read setting, remains limited. This study compares the diagnostic accuracy of breast radiologists with and without AI-based computer-aided detection (AI-CAD) for screening mammograms in a real-world, single-read setting. A prospective multicenter cohort study is conducted within South Korea’s national breast cancer screening program for women. The primary outcomes are screen-detected breast cancer within one year, with a focus on cancer detection rates (CDRs) and recall rates (RRs) of radiologists. A total of 24,543 women are included in the final cohort, with 140 (0.57%) screen-detected breast cancers. The CDR is significantly higher by 13.8% for breast radiologists using AI-CAD (n = 140 [5.70‰]) compared to those without AI (n = 123 [5.01‰]; p < 0.001), with no significant difference in RRs (p = 0.564). These preliminary results show a significant improvement in CDRs without affecting RRs in a radiologist’s standard single-reading setting (ClinicalTrials.gov: NCT05024591).","Nature Communications",2025,https://doi.org/10.1038/s41467-025-57469-3,https://www.nature.com/articles/s41467-025-57469-3,5
14,"2025-10-25 12:56:46.861470","2025-10-25 12:56:46.861498","Evaluation of the clinical performance of an AI-based application for the automated analysis of chest X-rays","Niehoff JH, Kalaitzidis J, Kroeger JR, Schoenbeck D, Borggrefe J, Michael AE.","The AI-Rad Companion Chest X-ray (AI-Rad, Siemens Healthineers) is an artificial-intelligence based application for the analysis of chest X-rays. The purpose of the present study is to evaluate the performance of the AI-Rad. In total, 499 radiographs were retrospectively included. Radiographs were independently evaluated by radiologists and the AI-Rad. Findings indicated by the AI-Rad and findings described in the written report (WR) were compared to the findings of a ground truth reading (consensus decision of two radiologists after assessing additional radiographs and CT scans). The AI-Rad can offer superior sensitivity for the detection of lung lesions (0.83 versus 0.52), consolidations (0.88 versus 0.78) and atelectasis (0.54 versus 0.43) compared to the WR. However, the superior sensitivity is accompanied by higher false-detection-rates. The sensitivity of the AI-Rad for the detection of pleural effusions is lower compared to the WR (0.74 versus 0.88). The negative-predictive-values (NPV) of the AI-Rad for the detection of all pre-defined findings are on a high level and comparable to the WR. The seemingly advantageous high sensitivity of the AI-Rad is partially offset by the disadvantage of a high false-detection-rate. At the current stage of development, therefore, the high NPVs may be the greatest benefit of the AI-Rad giving radiologists the possibility to re-insure their own negative search for pathologies and thus boosting their confidence in their reports.","Scientific Reports",2023,https://doi.org/10.1038/s41598-023-30521-2,https://pmc.ncbi.nlm.nih.gov/articles/PMC9985819/,5
15,"2025-10-25 12:58:55.879754","2025-10-25 12:58:55.879845","Application value of a computer-aided diagnosis and management system for the detection of lung nodules","Chen J, Cao R, Jiao S, Dong Y, Wang Z, Zhu H, Luo Q, Zhang L, Wang H, Yin X","Background: Lung cancer is a leading cause of cancer mortality, where early detection of pulmonary nodules via computed tomography (CT) is critical. However, manual review is time-consuming and subject to human error. This study evaluates the performance of an artificial intelligence (AI)-based Computer-Aided Diagnosis (CAD) system for the automated detection of lung nodules. Methods: A retrospective, multi-center study was conducted on 1,002 low-dose chest CT scans from three hospitals. All scans were initially assessed manually by radiologists and subsequently analyzed by a deep learning-based CAD system (VoxelCloud Thorax software, version 1.0). The system utilized a Feature Pyramid Network for nodule detection and a 3D Residual Neural Network for classification. A panel of senior radiologists established the reference standard. Primary endpoints were the superiority of the CAD system's sensitivity and the equivalence of its false-positive rate compared to manual detection. Results: The CAD system demonstrated a significantly higher sensitivity for nodule detection compared to manual reading (90.19% vs. 49.88%, P<0.001). The increase in the false-positive rate was not statistically significant (0.30 vs. 0.24 false positives per case, P=0.12). The system showed particularly high performance in detecting small nodules (<8 mm) and medium-sized nodules (8-15 mm). The CAD system's nodule diameter measurements strongly correlated with the reference standard (r=0.85). The software achieved a 100% satisfaction rate for operational stability. Conclusion: The deep learning-based CAD system proved to be a highly effective and accurate tool for detecting lung nodules, offering a substantially higher sensitivity than manual assessment without a clinically significant increase in false positives. Its ability to function as a reliable ""junior reader"" can assist radiologists by reducing workload and potentially decreasing missed diagnoses, demonstrating strong potential for integration into clinical practice. The system has received Class III medical device certification from China's NMPA.","Quantitative Imaging in Medicine and Surgery",2023,10.21037/qims-22-1297.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10585542/,5
16,"2025-10-25 13:00:45.165210","2025-10-25 13:00:45.165234","Artificial intelligence-assisted surgical simulation system based on non-enhanced computed tomography images in thoracoscopic pulmonary segmentectomies","Wang L, Hu J, Gao J, Zheng Z, Li S, Zhang Y, Liang H, Liu C, Xiang Z.","Background: Thoracoscopic pulmonary segmentectomy requires precise preoperative planning, which traditionally relies on time-consuming, manual three-dimensional (3D) reconstruction from contrast-enhanced computed tomography (CT) scans. This study evaluates a novel artificial intelligence (AI)-assisted surgical simulation system, LungDimensionGo, designed to automate and enhance surgical planning for lung segmentectomies using both non-enhanced and enhanced CT images. Methods: The LungDimensionGo system (V1.0) employs a deep learning pipeline utilizing the EfficientDet algorithm for lung nodule detection and an image segmentation algorithm based on Mamba-Unet and SegRefiner for fully automated 3D model reconstruction. The clinical performance of this AI-assisted method was compared against traditional CT post-processing techniques across preoperative, intraoperative, and postoperative phases. The study incorporated a retrospective cohort (n=125) and a prospective cohort (n=38) of patients who underwent segmentectomy. Results: The AI-assisted system demonstrated significant advantages over the traditional method. Preoperatively, it reduced 3D model reconstruction time from over 15 minutes to approximately 2.5 minutes (P<0.001). Intraoperatively, it achieved superior anatomical accuracy in reconstructing arteries (96.1% vs. 88.9%) and veins (96.6% vs. 89.7%), leading to shorter operative times and reduced blood loss (P<0.05). Postoperatively, patients in the AI-assisted group experienced shorter chest tube duration, reduced hospital stays, and fewer complications. Conclusions: The LungDimensionGo AI-assisted surgical simulation system is a highly efficient and accurate tool for thoracoscopic pulmonary segmentectomy planning. It significantly outperforms traditional methods by providing rapid, automated 3D reconstruction from non-contrast CT, enhancing intraoperative guidance, and improving key patient recovery metrics. This technology holds substantial potential to optimize surgical workflows and patient outcomes in lung cancer surgery.","Journal of Thoracic Disease",2025,10.21037/jtd-2025-375.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12433101/,
17,"2025-10-25 13:02:34.994044","2025-10-25 13:02:34.994073","SVTNet: Automatic bone age assessment network based on TW3 method and vision transformer","Jindong Wu, Qunzheng Mi, Yi Zhang, Tongning Wu","Introduction: Bone age assessment (BAA) is a crucial procedure in pediatric medicine for diagnosing growth disorders. The Tanner-Whitehouse 3 (TW3) method is highly accurate but time-consuming and reliant on expert radiologists. This paper presents Yitu-AICARE, a novel, fully automated deep learning system designed to replicate the entire TW3 clinical workflow with high accuracy and clinical interpretability. Methods: Our end-to-end system processes a left-hand radiograph through a multi-stage pipeline. First, the hand is segmented using an Attention U-Net. Then, a Spatial Configuration Network (SCN) localizes 37 key anatomical points. From these, 20 regions of interest (13 RUS and 7 Carpal bones) are precisely cropped. Each region is classified by a dedicated Vision Transformer (ViT) model to determine its skeletal maturity score. The final bone age is calculated by summing these scores and converting them using the standard TW3 scale. The model was trained and evaluated on a dataset of 3,871 radiographs from a tertiary hospital, employing an Online Hard Sample Mining (OHSM) strategy to enhance performance. Results: The Yitu-AICARE system demonstrated a high level of accuracy, achieving a Mean Absolute Error (MAE) of 0.57 years in bone age estimation on the test set. Furthermore, the system showed a 94.2% probability that the prediction error would be less than one year. This performance is comparable to that of an experienced pediatric radiologist and was benchmarked against other state-of-the-art models. Conclusion: The Yitu-AICARE system successfully automates the complex TW3 BAA process, providing a robust, accurate, and clinically interpretable tool. By outputting individual bone maturity scores, it offers transparency into the assessment, aiding clinical decision-making. Its performance validates the potential of transformer-based architectures to advance the field of automated medical image analysis.","International Journal of Imaging Systems and Technology",2023,10.1002/ima.22990,https://onlinelibrary.wiley.com/doi/full/10.1002/ima.22990?casa_token=5a52mL35GUAAAAAA%3Aug108L5D7MMy-Y5uwMxKVXwM78c-A5pivJw2cwYDDU_arQwGMB7z9-PrmfurGoCtBqaJBlQSY-c2saymtw,
18,"2025-10-25 13:04:27.461891","2025-10-25 13:04:27.461917","Consistency between artificial intelligence and expert Greulich-Pyle atlas method for bone age assessment","Li Lei, Pan Qile, Cai Guang, Li Zhipeng","Background: The Greulich-Pyle (GP) atlas method is a widely accepted standard for bone age assessment (BAA), but its manual application is subject to inter-observer variability and is time-consuming. Artificial intelligence (AI) offers a potential solution for automating this process, improving both efficiency and consistency. Objective: This study aimed to validate the performance and clinical agreement of the DW-BADAS AI system, developed by Hangzhou Shenwu Bolian Technology Co., Ltd., against the assessments of an expert radiologist using the GP atlas method. Methods: A total of 1,322 left-hand radiographs from children and adolescents (672 males, 650 females) aged 6-15 years were retrospectively analyzed. Each radiograph was assessed for bone age independently by the DW-BADAS system and by a human expert with over 40 years of experience. Agreement was evaluated using the Mean Absolute Error (MAE), Pearson correlation coefficient, Bland-Altman analysis, and Kappa statistics for developmental categorization. Results: The DW-BADAS system demonstrated a high level of agreement with the expert reader. The overall MAE was 0.39 years for males and 0.32 years for females. A very strong positive correlation was observed between the AI and expert assessments (r = 0.991 for males, r = 0.992 for females, p < 0.0001). Bland-Altman analysis showed minimal bias, with 95% limits of agreement within ±1.04 years for males and ±0.83 years for females. The overall Kappa values for developmental categorization were 0.603 (males) and 0.659 (females), indicating substantial agreement. Conclusion: The DW-BADAS AI system shows high accuracy and excellent agreement with an expert radiologist in assessing bone age using the GP atlas method in children aged 6-15 years. Its implementation can standardize BAA, reduce reading time, and offer a reliable tool for use in pediatric endocrinology, sports medicine, and general clinical practice.","Chinese Journal of Tissue Engineering Research",2023,10.12307/2024.466,https://www.cjter.com/EN/abstract/abstract19462.shtml,
19,"2025-10-25 13:07:22.246244","2025-10-25 13:07:22.246271","Coronary Artery Vasculitis: A Nightmare Complicating Percutaneous Coronary Intervention","Tianhao Zhang, Juan Du, Hongkai Zhang, Xiaoming Zhang, Bokang Qiao, Tianlong Chen, Yujie Zhou, Lei Xu, Lili Pan, Yu Du","Background: Differentiating coronary artery vasculitis (CAV) from atherosclerotic coronary artery disease (CAD) is clinically critical yet challenging. Misdiagnosis can lead to recurrent complications following percutaneous coronary intervention (PCI). Coronary computed tomography angiography (CCTA) provides a non-invasive alternative, but its full potential for characterizing vessel wall pathology and inflammation requires advanced post-processing. Methods: uAI-CoronaryCTA (United Imaging) is an artificial intelligence-aided software platform for the comprehensive analysis of routine CCTA scans. It automatically quantifies key vascular characteristics, including: Plaque Burden: Calculating calcified (≥350 HU) and non-calcified (<350 HU) plaque volumes and percentages. High-Risk Plaque Features: Identifying features such as low-attenuation plaque, positive remodeling, spotty calcification, and the napkin-ring sign. Vessel Wall Assessment: Detecting morphological abnormalities including smooth concentric wall thickening, periarterial soft tissue thickening, and aneurysm formation. Perivascular Inflammation: Quantifying the Fat Attenuation Index (FAI) around the coronary arteries as a specific marker of pericoronary inflammation. Results: In clinical case series, uAI-CoronaryCTA successfully identified characteristic signs of CAV that were initially overlooked. Key differentiators from atherosclerosis included diffuse smooth concentric wall thickening, periarterial soft tissue thickening, and markedly elevated FAI values (typically between -70 and -50 HU). This comprehensive analysis facilitated the correct diagnosis of CAV in complex cases, preventing unnecessary repeat PCIs and guiding appropriate rheumatological management. Conclusion: uAI-CoronaryCTA provides a powerful, integrated tool for the differential diagnosis of CAV. By enabling simultaneous assessment of plaque characteristics, vessel wall morphology, and pericoronary inflammation from a standard CCTA, it raises clinical awareness of CAV and supports timely, accurate diagnosis, ultimately improving patient outcomes.","JACC: Case Reports",2025,10.1016/j.jaccas.2025.105062,https://www.sciencedirect.com/science/article/pii/S2666084925018418,
20,"2025-10-25 13:09:09.779485","2025-10-25 13:09:09.779510","Enhancing Radiologists’ Performance in Detecting Cerebral Aneurysms Using a Deep Learning Model: A Multicenter Study","Liyong Zhuo, Yu Zhang, Zijun Song, Zhanhao Mo, Lihong Xing, Fengying Zhu, Huan Meng, Lei Chen, Guoxiang Qu, Pengbo Jiang, Qian Wang, Ruonan Cheng, Xiaoming Mi, Lin Liu, Nan Hong, Xiaohuan Cao, Dijia Wu, Jianing Wang, Xiaoping Yin","Background: The detection of cerebral aneurysms from Computed Tomography Angiography (CTA) is a critical yet time-consuming and challenging task in radiology, with diagnostic accuracy being highly dependent on radiologist experience. This study aims to develop and validate a fully automated deep learning (DL) system, uAI-CTA-HeadNeckVessels, to assist radiologists in this process. Methods: The proposed DL model was trained and internally validated on a multicenter dataset of 3829 patients from 11 clinical centers. It comprises two core modules: an Aneurysm Detection Module (ADM) using a cascaded Feature Pyramid Network to identify aneurysms with 3D bounding boxes, and an Aneurysm Segmentation Module (ASM) based on VB-Net architecture to generate precise segmentation masks and reduce false positives. The system fully automates CTA post-processing, including volume rendering and multi-planar reformation. An independent external test set of 484 patients from three institutions was used for validation. The model's performance was evaluated alone and in conjunction with 10 radiologists (4 junior, 6 senior). Results: When used as an assistive tool, the uAI-CTA-HeadNeckVessels system significantly enhanced radiologists' diagnostic performance. It increased the area under the curve (AUC) at the patient level from 0.842 to 0.881 for junior radiologists (P=0.008) and from 0.853 to 0.895 for senior radiologists (P<0.001). Sensitivity at the lesion level improved significantly for both juniors (68.9% to 81.6%) and seniors (72.4% to 83.5%). The most notable improvement was observed in detecting small aneurysms (1-3 mm), with a 15.8% increase in sensitivity (P<0.001). Furthermore, the system drastically reduced image post-processing time by 90.8% and image interpretation time by 37.2%. Conclusion: The uAI-CTA-HeadNeckVessels DL model is an effective and efficient decision-support tool that significantly improves the diagnostic accuracy of radiologists in detecting cerebral aneurysms, particularly for less experienced readers and small, easily missed aneurysms, while substantially expediting the clinical workflow.","Academic Radiology",2024,10.1016/j.acra.2024.09.038,https://www.sciencedirect.com/science/article/pii/S1076633224006883,
21,"2025-10-25 13:11:07.871617","2025-10-25 13:11:07.871643","Agreement assessment of two automated platforms in computed tomography perfusion imaging for acute ischemic stroke","Xuehong Chu, Yingjie Shen, Wanwan Zhang, Yan Feng, Chuanjie Wu, Xunming Ji","Background: Automated computed tomography perfusion (CTP) analysis is crucial for acute ischemic stroke (AIS) management. While RAPID software is widely adopted, this study evaluates the agreement of a domestically developed platform, NeuBrainCARE (NBC), against this reference standard. Methods: A retrospective analysis was conducted on 306 AIS patients from 8 Chinese hospitals. All patients underwent CTP prior to thrombectomy. CTP datasets were processed using both NBC (v1.0, Neusoft, China) and RAPID (v5.1, iSchemaView, USA) software to calculate infarct core volume (ICV; CBF <30%), hypoperfusion volume (Tmax >6 s), and identify large core infarcts (>70 mL). Agreement was assessed using intraclass correlation coefficients (ICC), Bland-Altman analysis, and the Kappa coefficient. Results: No statistically significant differences were found between NBC and RAPID in measuring ICV (P=0.45), hypoperfusion volume (P=0.78), or large core identification (P=0.32). ICC values demonstrated excellent agreement for both ICV (0.98) and hypoperfusion volume (0.97). Bland-Altman analysis showed minimal mean bias, with over 94.4% of data points within limits of agreement. The concordance for large core infarct identification was excellent (Kappa = 0.92, P<0.001). Conclusion: The NeuBrainCARE software shows excellent agreement with the established RAPID software in quantifying key CTP parameters for AIS assessment. This validation supports NBC as a reliable and robust automated platform for clinical use in routine stroke care workflows.","Brain Circulation",2025,10.4103/bc.bc_47_25,https://journals.lww.com/brci/fulltext/9900/agreement_assessment_of_two_automated_platforms_in.26.aspx,
22,"2025-10-25 13:15:05.932572","2025-10-25 13:15:05.932598","AccuFFRct: Another Important Addition to the Arsenal of CT-FFR Solutions","Karády J.","Background: Coronary computed tomography angiography (CTA) is a first-line noninvasive test for diagnosing coronary artery disease (CAD) but lacks functional assessment. CT-derived fractional flow reserve (CT-FFR) bridges this gap by estimating the hemodynamic significance of coronary stenoses. Objective: To describe and evaluate the diagnostic performance of AccuFFRct, a novel, on-site CT-FFR platform that uses three-dimensional computational fluid dynamics (3D CFD) modeling. Methods: As reported in the ACCURATE-CT study (Li et al., JACC: Cardiovasc Interv. 2024), 339 patients with 404 vessels exhibiting intermediate stenosis (30-90% luminal narrowing) on coronary CTA were prospectively enrolled across 8 centers. AccuFFRct analysis was performed on-site and blinded to CTA results, with invasive FFR as the reference standard. Results: AccuFFRct demonstrated superior diagnostic accuracy compared to coronary CTA alone, with an area under the curve (AUC) of 0.93 (95% CI: 0.89-0.95) versus 0.77 (95% CI: 0.72-0.81), respectively (P < 0.001). High diagnostic performance was maintained across key patient subgroups (e.g., diabetes, stable angina), different coronary branches, and plaque types. Notably, AccuFFRct showed robust performance in the diagnostically challenging ""gray zone"" (CT-FFR values 0.70-0.80). Conclusion: AccuFFRct is a clinically available, on-site CT-FFR solution that provides high diagnostic accuracy for assessing the hemodynamic significance of intermediate coronary stenoses. Its use of on-site 3D CFD modeling offers a distinct technical advantage, potentially expanding access to functional coronary assessment. Further outcome and cost-effectiveness studies are warranted to solidify its role in clinical practice.","JACC: Cardiovascular Interventions",2024,10.1016/j.jcin.2024.07.023,https://www.sciencedirect.com/science/article/pii/S1936879824010094?via%3Dihub,
23,"2025-10-25 13:19:47.853180","2025-10-25 13:19:47.853211","The communication of artificial intelligence and deep learning in computer tomography image recognition of epidemic pulmonary infectious diseases","Weiwei Wang,Xinjie Zhao,Yanshu Jia ,Jiali Xu","uAI-Discover-NCP is an artificial intelligence (AI)-assisted diagnostic software designed for the automated analysis of chest computer tomography (CT) images in patients with pulmonary infectious diseases, such as COVID-19. Based on a deep convolutional neural network (CNN) architecture, specifically the AlexNet model, the system performs automated lesion detection, batch marking, and quantitative assessment of key pathological features. It calculates the total lesion volume, alongside the volume of internal ground-glass opacity (GGO) and solid consolidation areas, providing crucial data for objective diagnosis and progression monitoring. In a clinical study involving 200 patients, uAI-Discover-NCP demonstrated superior performance compared to manual detection by radiologists. The AI system achieved a detection rate of 99.76%, with a misdetection rate of 0.08% and a missed diagnosis rate of 0.16%, significantly outperforming manual methods which showed rates of 95.30%, 0.20%, and 4.50%, respectively. Statistical analysis confirmed the significance of these improvements (p<0.05). The system also provides 3D reconstruction capabilities for enhanced visualization of lesion anatomy. The results indicate that uAI-Discover-NCP can effectively identify and quantify pulmonary infectious disease lesions, offering a reliable and efficient tool to assist radiologists. It enhances diagnostic accuracy, reduces workload, and provides quantitative imaging support for clinical decision-making and public health management during epidemics.","PLOS ONE",2024,10.1371/journal.pone.0297578,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0297578,
24,"2025-10-25 13:21:45.898717","2025-10-25 13:21:45.898744","Research on the Application of Artificial Intelligence Software in Rib Fracture Diagnosis","Ван Сионхуэй, Лэй Юй, Ню Юань, Ли Цзин, Чжу Яньцзинь, Цзи Син, Хуан Сяоци","uAI-BoneCare is a commercially available, deep learning-based artificial intelligence (AI) software designed to assist in the detection and diagnosis of rib fractures (RFs) from chest computed tomography (CT) scans. Developed by Shanghai United Imaging Intelligence Co., Ltd., the system utilizes a multi-step pipeline involving convolutional neural networks (CNNs) such as V-Net and VRB-Net to perform automated rib segmentation, labeling, fracture detection, and classification into types (e.g., fresh, displaced, healing, old). Clinical validation studies demonstrate that uAI-BoneCare exhibits high diagnostic performance, with reported sensitivity of 95.7% and specificity of 99.7% at the lesion level. When used as an assistive tool for radiologists, it significantly enhances diagnostic sensitivity by 25.0% compared to standard double-reading by two radiologists, while maintaining non-inferior specificity. The AI system shows particular strength in identifying subtle, non-displaced fractures that are commonly missed by human readers and maintains consistent performance regardless of reporting time, unlike radiologists whose accuracy can fluctuate due to workload and fatigue. In conclusion, uAI-BoneCare represents a robust and effective tool for augmenting radiological diagnostics. Its implementation in a clinical setting can form an efficient ""AI-assisted additional-reader"" workflow, potentially replacing traditional double-reading to reduce radiologist workload while significantly improving fracture detection rates and overall diagnostic accuracy in patients with chest trauma.","Advances in Clinical Medicine",2022,10.12677/ACM.2022.121061,https://www.hanspub.org/journal/paperinformation?paperid=48284,
25,"2025-10-25 13:23:40.053755","2025-10-25 13:23:40.053783","Enhanced Detection of Prostate Cancer Lesions on Biparametric MRI Using Artificial Intelligence: A Multicenter, Fully-crossed, Multi-reader Multi-case Trial","Zhaoyu Xing, Jie Chen, Liang Pan, Danjiang Huang, Yingwei Qiu, Cuiyun Sheng, Yang Zhang, Qian Wang, Ruonan Cheng, Wei Xing, Jiule Ding","Objective: This study aimed to clinically validate the deep learning-based artificial intelligence system, uAI-ProstateMR, for the detection and localization of prostate cancer (PCa) lesions on biparametric MRI (bpMRI) and to evaluate its value as an assistive tool for radiologists. Methods: A multicenter, fully-crossed, multi-reader multi-case (MRMC) trial was conducted. The study involved 407 patients (204 with PCa, 268 lesions) from three institutions and 10 non-expert radiologists. The uAI-ProstateMR system utilizes a cascaded VB-Net architecture for prostate gland segmentation and a student-teacher VB-Net for lesion detection, processing T2-weighted, diffusion-weighted, and apparent diffusion coefficient images. Radiologist performance in detecting PCa was compared across three modes: unassisted reading, AI-assisted reading, and AI-alone. The primary endpoints were lesion-level sensitivity, case-level specificity, and the area under the alternative free-response receiver operating characteristic curve (AFROC-AUC). Results: AI-assisted reading demonstrated a significant improvement in diagnostic performance compared to unassisted reading. Lesion-level sensitivity increased substantially from 67.3% to 85.5% (difference 18.2%, p<0.001), while case-level specificity showed non-inferiority, increasing from 75.9% to 79.5%. The AFROC-AUC was significantly higher for aided reading (86.9% vs. 76.1%, p<0.001). The AI-alone system also achieved robust performance, with an AFROC-AUC of 83.1% and a lesion-level sensitivity of 88.4%. Subgroup analysis revealed that the AI system provided the greatest benefit in detecting smaller lesions (≤1 cm) and those with lower PI-RADS scores. Conclusion: The uAI-ProstateMR system significantly enhances the detection of prostate cancer on bpMRI, particularly for smaller and more challenging lesions. When used as an assistive tool, it improves radiologists' sensitivity without compromising specificity, demonstrating its potential as a valuable adjunct in the clinical workflow for prostate MRI interpretation.","Academic Radiology",2025,10.1016/j.acra.2025.06.038.,https://www.sciencedirect.com/science/article/pii/S107663322500618X,
26,"2025-10-25 13:27:39.300212","2025-10-25 13:27:39.300238","An artificial-intelligence-based age-specific template construction framework for brain structural analysis using magnetic resonance images","Gu D, Shi F, Hua R, Wei Y, Li Y, Zhu J, Zhang W, Zhang H, Yang Q, Huang P, Jiang Y, Bo B, Li Y, Zhang Y, Zhang M, Wu J, Shi H, Liu S, He Q, Zhang Q, Zhang X, Wei H, Liu G, Xue Z, Shen D; Consortium of Chinese Brain Molecular and Functional Mapping (CBMFM)","Title: uAI-BrainImaging-MRI: An Artificial Intelligence-Based Tool for Automated Intracranial Volumetry in Neurological Research Background: Quantitative analysis of brain structures from magnetic resonance imaging (MRI) is essential for studying neurological disorders. Automated, accurate, and reliable tools are needed to measure intracranial volumes efficiently in large-scale research studies.
Objective: This abstract describes uAI-BrainImaging-MRI, a software solution designed for the fully automated segmentation and volumetric analysis of intracranial compartments from 3D T1-weighted MRI data.
Methods: The tool leverages a deep learning-based pipeline to automatically delineate and calculate the volumes of key intracranial components, including total brain volume, ventricular volume, and extra-ventricular cerebrospinal fluid (CSF) volume. The total intracranial volume is derived as the sum of these compartments. The software outputs normalized relative volumes (e.g., relative ventricular volume - RVV) as ratios to the total intracranial volume, facilitating cross-subject comparisons. Its performance has been utilized and validated in peer-reviewed research, such as studies on idiopathic normal pressure hydrocephalus (iNPH).
Conclusion: uAI-BrainImaging-MRI represents a robust, AI-driven tool for automated intracranial volumetry. It provides researchers with a reliable method for quantifying brain structural changes, demonstrating its practical application and value in clinical neuroimaging research.","Human Brain Mapping",2023,10.1002/hbm.26126,https://pubmed.ncbi.nlm.nih.gov/36269199/,
